yearsage,yearsed,pc_in,pc_vo,pc_co,pc_si,pc_pc,pc_pa,pc_bd,pc_oa
29.5,14,89.65517241,85.71428571,71.875,92.85714286,90,75,60.78431373,70.73170732
29.5,14,79.31034483,75.71428571,75,78.57142857,80,80,39.21568628,75.6097561
29.5,12,65.51724138,84.28571429,81.25,82.14285714,75,85,72.54901961,87.80487805
29.5,12,62.06896552,68.57142857,81.25,53.57142857,75,55,45.09803922,65.85365854
29.5,14,72.4137931,77.14285714,68.75,89.28571429,85,90,96.07843137,85.36585366
29.5,12,100,94.28571429,90.625,89.28571429,95,95,96.07843137,97.56097561
29.5,12,62.06896552,68.57142857,62.5,53.57142857,65,45,47.05882353,65.85365854
29.5,14,55.17241379,65.71428571,65.625,89.28571429,85,75,84.31372549,85.36585366
29.5,12,37.93103448,64.28571429,46.875,50,75,30,64.70588235,68.29268293
29.5,12,79.31034483,74.28571429,59.375,85.71428571,85,55,80.39215686,90.24390244
29.5,16,86.20689655,82.85714286,75,64.28571429,85,70,31.37254902,68.29268293
29.5,10,41.37931035,57.14285714,28.125,71.42857143,85,35,47.05882353,75.6097561
29.5,14,72.4137931,84.28571429,75,92.85714286,95,80,84.31372549,95.12195122
29.5,16,96.55172414,88.57142857,68.75,96.42857143,80,85,78.43137255,75.6097561
29.5,12,100,97.14285714,96.875,92.85714286,95,65,92.15686275,95.12195122
29.5,10,51.72413793,60,46.875,64.28571429,40,30,27.45098039,78.04878049
29.5,12,72.4137931,20,59.375,60.71428571,75,40,25.49019608,46.34146342
29.5,12,79.31034483,77.14285714,75,75,90,85,88.23529412,85.36585366
29.5,12,48.27586207,48.57142857,50,71.42857143,65,70,21.56862745,53.65853659
29.5,16,62.06896552,58.57142857,62.5,71.42857143,70,90,56.8627451,53.65853659
29.5,16,65.51724138,64.28571429,59.375,92.85714286,60,60,39.21568628,56.09756098
29.5,12,51.72413793,60,40.625,67.85714286,20,50,13.7254902,48.78048781
29.5,12,41.37931035,45.71428571,37.5,57.14285714,75,10,37.25490196,82.92682927
29.5,12,51.72413793,62.85714286,68.75,75,80,70,52.94117647,78.04878049
29.5,12,55.17241379,58.57142857,56.25,57.14285714,50,30,52.94117647,70.73170732
29.5,3,27.5862069,18.57142857,25,25,25,10,15.68627451,68.29268293
29.5,14,51.72413793,71.42857143,96.875,75,75,100,39.21568628,65.85365854
29.5,8,13.79310345,12.85714286,28.125,14.28571429,55,20,11.76470588,53.65853659
29.5,12,51.72413793,67.14285714,53.125,71.42857143,85,85,50.98039216,82.92682927
29.5,12,51.72413793,52.85714286,56.25,60.71428571,80,75,76.47058824,82.92682927
29.5,10,48.27586207,37.14285714,40.625,60.71428571,70,10,45.09803922,78.04878049
29.5,16,62.06896552,48.57142857,34.375,60.71428571,80,65,35.29411765,48.78048781
29.5,3,31.03448276,15.71428571,12.5,39.28571429,15,10,1.960784314,31.70731707
29.5,12,65.51724138,64.28571429,84.375,71.42857143,70,75,45.09803922,82.92682927
29.5,12,37.93103448,47.14285714,53.125,39.28571429,70,15,56.8627451,70.73170732
29.5,10,44.82758621,54.28571429,50,39.28571429,70,70,52.94117647,70.73170732
29.5,12,58.62068966,68.57142857,65.625,85.71428571,85,55,23.52941177,65.85365854
29.5,12,44.82758621,61.42857143,53.125,46.42857143,65,75,23.52941177,58.53658537
39.5,12,65.51724138,85.71428571,87.5,64.28571429,65,55,84.31372549,87.80487805
39.5,16,96.55172414,100,93.75,96.42857143,100,80,94.11764706,92.68292683
39.5,16,89.65517241,92.85714286,96.875,96.42857143,95,95,80.39215686,80.48780488
39.5,16,100,94.28571429,78.125,71.42857143,90,100,86.2745098,85.36585366
39.5,16,79.31034483,91.42857143,87.5,92.85714286,75,55,58.82352941,78.04878049
39.5,16,89.65517241,88.57142857,84.375,85.71428571,70,75,62.74509804,78.04878049
39.5,16,89.65517241,82.85714286,78.125,71.42857143,85,80,70.58823529,87.80487805
39.5,16,82.75862069,64.28571429,84.375,46.42857143,75,20,56.8627451,51.2195122
39.5,16,82.75862069,82.85714286,84.375,92.85714286,85,55,82.35294118,90.24390244
39.5,16,93.10344828,74.28571429,87.5,71.42857143,75,85,94.11764706,97.56097561
39.5,16,86.20689655,77.14285714,84.375,78.57142857,70,85,74.50980392,82.92682927
39.5,16,86.20689655,78.57142857,87.5,67.85714286,95,75,56.8627451,85.36585366
39.5,16,62.06896552,72.85714286,87.5,64.28571429,95,75,54.90196078,75.6097561
39.5,16,82.75862069,84.28571429,71.875,89.28571429,65,85,82.35294118,70.73170732
39.5,16,86.20689655,85.71428571,65.625,78.57142857,85,80,64.70588235,73.17073171
39.5,12,68.96551724,81.42857143,71.875,89.28571429,100,80,58.82352941,90.24390244
39.5,16,75.86206897,77.14285714,96.875,75,75,65,62.74509804,78.04878049
39.5,16,82.75862069,81.42857143,78.125,60.71428571,75,80,74.50980392,80.48780488
39.5,16,86.20689655,92.85714286,93.75,64.28571429,90,70,66.66666667,87.80487805
39.5,16,89.65517241,87.14285714,87.5,78.57142857,80,85,54.90196078,75.6097561
39.5,16,86.20689655,94.28571429,93.75,85.71428571,80,75,62.74509804,70.73170732
39.5,12,72.4137931,61.42857143,78.125,85.71428571,90,65,74.50980392,80.48780488
39.5,10,68.96551724,72.85714286,71.875,67.85714286,80,90,54.90196078,73.17073171
39.5,12,68.96551724,71.42857143,65.625,64.28571429,70,50,64.70588235,70.73170732
39.5,16,68.96551724,82.85714286,84.375,50,85,85,50.98039216,53.65853659
39.5,12,37.93103448,60,59.375,42.85714286,65,75,39.21568628,65.85365854
39.5,14,82.75862069,71.42857143,46.875,46.42857143,65,80,35.29411765,80.48780488
39.5,16,72.4137931,84.28571429,71.875,89.28571429,75,80,70.58823529,87.80487805
39.5,16,89.65517241,92.85714286,78.125,75,90,95,90.19607843,92.68292683
39.5,12,86.20689655,62.85714286,75,53.57142857,70,65,54.90196078,78.04878049
39.5,14,72.4137931,80,56.25,78.57142857,95,45,72.54901961,85.36585366
39.5,12,65.51724138,67.14285714,65.625,53.57142857,60,90,35.29411765,51.2195122
39.5,12,68.96551724,71.42857143,68.75,75,90,85,27.45098039,39.02439024
39.5,16,82.75862069,88.57142857,90.625,96.42857143,90,95,96.07843137,92.68292683
39.5,16,72.4137931,72.85714286,53.125,60.71428571,85,45,76.47058824,85.36585366
39.5,14,75.86206897,85.71428571,71.875,75,85,80,72.54901961,85.36585366
39.5,14,75.86206897,90,78.125,67.85714286,85,75,98.03921569,92.68292683
39.5,16,72.4137931,84.28571429,78.125,82.14285714,75,85,84.31372549,80.48780488
39.5,16,82.75862069,87.14285714,75,78.57142857,85,75,56.8627451,78.04878049
39.5,16,55.17241379,62.85714286,71.875,60.71428571,95,55,54.90196078,70.73170732
39.5,10,34.48275862,35.71428571,37.5,25,75,35,31.37254902,46.34146342
39.5,12,72.4137931,84.28571429,78.125,89.28571429,85,85,70.58823529,78.04878049
39.5,10,79.31034483,62.85714286,53.125,82.14285714,85,80,50.98039216,56.09756098
39.5,12,58.62068966,70,71.875,57.14285714,80,60,58.82352941,80.48780488
39.5,12,48.27586207,54.28571429,59.375,82.14285714,65,35,54.90196078,60.97560976
39.5,14,79.31034483,64.28571429,90.625,82.14285714,75,90,43.1372549,75.6097561
39.5,12,62.06896552,77.14285714,78.125,82.14285714,80,75,76.47058824,87.80487805
39.5,12,89.65517241,77.14285714,81.25,92.85714286,90,95,84.31372549,95.12195122
39.5,14,89.65517241,78.57142857,68.75,75,95,80,64.70588235,78.04878049
39.5,14,34.48275862,34.28571429,40.625,25,80,40,43.1372549,75.6097561
39.5,12,82.75862069,78.57142857,59.375,82.14285714,85,80,54.90196078,78.04878049
39.5,12,37.93103448,38.57142857,50,39.28571429,80,40,54.90196078,73.17073171
39.5,12,79.31034483,75.71428571,71.875,57.14285714,45,65,23.52941177,31.70731707
39.5,12,62.06896552,78.57142857,71.875,71.42857143,90,75,90.19607843,87.80487805
39.5,10,75.86206897,70,59.375,60.71428571,70,85,58.82352941,70.73170732
39.5,8,41.37931035,15.71428571,40.625,50,15,20,37.25490196,68.29268293
39.5,12,44.82758621,48.57142857,53.125,53.57142857,60,10,47.05882353,70.73170732
39.5,12,100,87.14285714,71.875,78.57142857,95,70,84.31372549,85.36585366
39.5,12,75.86206897,74.28571429,81.25,46.42857143,70,90,74.50980392,73.17073171
39.5,12,72.4137931,67.14285714,78.125,57.14285714,80,55,84.31372549,95.12195122
39.5,14,75.86206897,75.71428571,62.5,67.85714286,85,85,56.8627451,80.48780488
39.5,14,79.31034483,72.85714286,56.25,67.85714286,85,85,60.78431373,85.36585366
39.5,12,75.86206897,90,71.875,75,80,70,66.66666667,78.04878049
39.5,16,86.20689655,77.14285714,62.5,75,95,60,56.8627451,75.6097561
39.5,12,75.86206897,65.71428571,75,82.14285714,90,70,74.50980392,87.80487805
39.5,12,62.06896552,51.42857143,68.75,67.85714286,60,10,64.70588235,85.36585366
39.5,12,86.20689655,78.57142857,71.875,78.57142857,80,85,82.35294118,97.56097561
39.5,10,48.27586207,58.57142857,90.625,60.71428571,80,55,50.98039216,56.09756098
39.5,12,72.4137931,74.28571429,62.5,53.57142857,70,95,58.82352941,58.53658537
39.5,12,86.20689655,87.14285714,81.25,85.71428571,90,60,84.31372549,90.24390244
39.5,12,68.96551724,81.42857143,81.25,50,70,70,58.82352941,82.92682927
39.5,12,72.4137931,55.71428571,62.5,85.71428571,65,80,82.35294118,82.92682927
39.5,14,55.17241379,80,84.375,85.71428571,70,65,66.66666667,82.92682927
39.5,12,82.75862069,71.42857143,65.625,57.14285714,90,85,98.03921569,90.24390244
39.5,16,79.31034483,74.28571429,75,82.14285714,85,65,41.17647059,65.85365854
39.5,12,75.86206897,84.28571429,81.25,92.85714286,75,90,90.19607843,90.24390244
39.5,12,75.86206897,81.42857143,62.5,85.71428571,80,60,64.70588235,75.6097561
39.5,12,65.51724138,72.85714286,50,75,75,60,25.49019608,48.78048781
39.5,12,65.51724138,25.71428571,46.875,17.85714286,80,70,39.21568628,68.29268293
39.5,12,55.17241379,34.28571429,50,46.42857143,50,15,21.56862745,41.46341463
39.5,12,41.37931035,42.85714286,46.875,28.57142857,50,10,11.76470588,26.82926829
39.5,3,44.82758621,44.28571429,40.625,50,85,75,27.45098039,92.68292683
39.5,12,62.06896552,62.85714286,78.125,78.57142857,80,55,56.8627451,56.09756098
39.5,10,31.03448276,24.28571429,37.5,14.28571429,65,45,23.52941177,68.29268293
39.5,12,82.75862069,71.42857143,84.375,85.71428571,90,70,64.70588235,70.73170732
39.5,12,86.20689655,74.28571429,75,75,75,40,50.98039216,75.6097561
39.5,12,41.37931035,52.85714286,46.875,60.71428571,70,50,62.74509804,70.73170732
39.5,12,65.51724138,61.42857143,43.75,71.42857143,90,60,54.90196078,87.80487805
39.5,14,82.75862069,82.85714286,90.625,82.14285714,95,70,62.74509804,87.80487805
39.5,12,55.17241379,47.14285714,50,50,70,70,58.82352941,73.17073171
39.5,8,24.13793103,30,37.5,17.85714286,40,10,31.37254902,34.14634146
39.5,10,27.5862069,24.28571429,31.25,14.28571429,45,10,33.33333333,63.41463415
39.5,12,62.06896552,58.57142857,43.75,64.28571429,95,60,90.19607843,92.68292683
39.5,12,82.75862069,98.57142857,87.5,100,100,90,94.11764706,75.6097561
39.5,10,41.37931035,20,59.375,21.42857143,45,20,15.68627451,29.26829268
39.5,10,62.06896552,68.57142857,71.875,64.28571429,50,50,54.90196078,73.17073171
39.5,14,82.75862069,78.57142857,78.125,78.57142857,90,75,43.1372549,78.04878049
39.5,12,68.96551724,65.71428571,81.25,78.57142857,85,60,60.78431373,87.80487805
39.5,10,48.27586207,70,84.375,64.28571429,70,20,23.52941177,39.02439024
39.5,12,72.4137931,75.71428571,81.25,67.85714286,85,85,72.54901961,80.48780488
39.5,10,31.03448276,45.71428571,68.75,64.28571429,80,35,31.37254902,65.85365854
39.5,3,27.5862069,10,12.5,0,45,5,3.921568628,31.70731707
39.5,10,27.5862069,55.71428571,56.25,57.14285714,90,55,52.94117647,87.80487805
39.5,10,48.27586207,25.71428571,28.125,10.71428571,20,10,15.68627451,29.26829268
39.5,10,27.5862069,40,62.5,42.85714286,60,55,45.09803922,58.53658537
39.5,10,51.72413793,55.71428571,50,64.28571429,90,65,64.70588235,82.92682927
39.5,12,72.4137931,58.57142857,50,46.42857143,65,50,88.23529412,87.80487805
39.5,8,41.37931035,64.28571429,43.75,46.42857143,30,50,47.05882353,53.65853659
39.5,3,65.51724138,50,62.5,42.85714286,80,85,90.19607843,68.29268293
39.5,16,82.75862069,82.85714286,56.25,82.14285714,75,30,82.35294118,85.36585366
39.5,10,79.31034483,48.57142857,56.25,64.28571429,80,80,76.47058824,85.36585366
39.5,12,89.65517241,75.71428571,68.75,78.57142857,80,70,43.1372549,82.92682927
39.5,16,86.20689655,82.85714286,71.875,75,75,70,70.58823529,78.04878049
39.5,16,75.86206897,71.42857143,59.375,64.28571429,70,65,62.74509804,73.17073171
39.5,8,62.06896552,80,81.25,60.71428571,85,95,70.58823529,80.48780488
39.5,12,62.06896552,51.42857143,59.375,53.57142857,60,45,43.1372549,58.53658537
39.5,12,48.27586207,30,71.875,71.42857143,80,65,78.43137255,92.68292683
39.5,12,51.72413793,34.28571429,40.625,53.57142857,35,55,39.21568628,34.14634146
39.5,3,31.03448276,18.57142857,25,17.85714286,25,10,3.921568628,53.65853659
39.5,3,75.86206897,77.14285714,46.875,71.42857143,95,80,0,70.73170732
39.5,12,44.82758621,51.42857143,53.125,35.71428571,75,10,62.74509804,70.73170732
39.5,8,17.24137931,20,28.125,10.71428571,10,15,15.68627451,14.63414634
39.5,10,48.27586207,25.71428571,25,42.85714286,25,40,23.52941177,70.73170732
39.5,10,48.27586207,41.42857143,40.625,60.71428571,30,50,21.56862745,21.95121951
39.5,8,20.68965517,25.71428571,37.5,32.14285714,55,55,29.41176471,65.85365854
39.5,16,100,88.57142857,75,85.71428571,75,85,74.50980392,87.80487805
39.5,16,86.20689655,88.57142857,84.375,85.71428571,80,90,90.19607843,80.48780488
39.5,16,79.31034483,87.14285714,81.25,67.85714286,80,85,58.82352941,56.09756098
39.5,16,55.17241379,75.71428571,81.25,96.42857143,85,70,60.78431373,80.48780488
39.5,16,82.75862069,77.14285714,75,60.71428571,90,100,86.2745098,80.48780488
39.5,16,68.96551724,82.85714286,84.375,89.28571429,95,60,80.39215686,78.04878049
39.5,16,82.75862069,88.57142857,78.125,67.85714286,80,85,43.1372549,85.36585366
39.5,16,93.10344828,94.28571429,84.375,85.71428571,75,85,66.66666667,75.6097561
39.5,12,79.31034483,91.42857143,93.75,89.28571429,90,65,62.74509804,68.29268293
39.5,16,58.62068966,90,68.75,67.85714286,85,100,70.58823529,80.48780488
39.5,12,72.4137931,64.28571429,62.5,67.85714286,70,95,64.70588235,78.04878049
39.5,12,62.06896552,55.71428571,56.25,75,85,85,68.62745098,87.80487805
39.5,14,65.51724138,84.28571429,96.875,75,95,85,68.62745098,85.36585366
39.5,12,55.17241379,45.71428571,40.625,39.28571429,25,15,27.45098039,73.17073171
39.5,14,75.86206897,74.28571429,75,75,90,75,56.8627451,58.53658537
39.5,14,55.17241379,71.42857143,68.75,85.71428571,60,45,27.45098039,53.65853659
39.5,14,72.4137931,84.28571429,78.125,82.14285714,70,60,80.39215686,80.48780488
39.5,12,68.96551724,77.14285714,68.75,85.71428571,65,90,74.50980392,78.04878049
39.5,10,51.72413793,57.14285714,43.75,60.71428571,85,75,43.1372549,65.85365854
39.5,14,79.31034483,91.42857143,84.375,85.71428571,95,50,68.62745098,87.80487805
39.5,12,48.27586207,47.14285714,59.375,60.71428571,60,30,49.01960784,75.6097561
39.5,12,75.86206897,92.85714286,87.5,85.71428571,90,65,52.94117647,56.09756098
39.5,8,44.82758621,31.42857143,46.875,57.14285714,85,75,19.60784314,65.85365854
39.5,12,82.75862069,74.28571429,53.125,78.57142857,95,80,78.43137255,90.24390244
39.5,12,34.48275862,47.14285714,53.125,46.42857143,75,70,35.29411765,58.53658537
39.5,14,65.51724138,81.42857143,75,82.14285714,85,40,56.8627451,87.80487805
39.5,12,82.75862069,71.42857143,84.375,82.14285714,85,40,56.8627451,53.65853659
39.5,12,65.51724138,58.57142857,78.125,64.28571429,65,70,45.09803922,82.92682927
39.5,12,51.72413793,54.28571429,46.875,57.14285714,75,65,13.7254902,51.2195122
39.5,14,68.96551724,87.14285714,84.375,78.57142857,80,75,62.74509804,85.36585366
39.5,12,62.06896552,70,68.75,53.57142857,90,75,62.74509804,87.80487805
39.5,12,82.75862069,84.28571429,81.25,82.14285714,85,85,98.03921569,95.12195122
39.5,12,79.31034483,84.28571429,96.875,71.42857143,95,75,54.90196078,95.12195122
39.5,14,44.82758621,82.85714286,40.625,50,90,35,49.01960784,53.65853659
39.5,12,72.4137931,74.28571429,68.75,71.42857143,45,45,35.29411765,56.09756098
39.5,14,68.96551724,74.28571429,50,53.57142857,95,80,60.78431373,73.17073171
39.5,10,34.48275862,52.85714286,59.375,67.85714286,85,85,52.94117647,70.73170732
39.5,10,82.75862069,75.71428571,75,71.42857143,90,65,78.43137255,80.48780488
39.5,12,65.51724138,51.42857143,50,64.28571429,90,40,78.43137255,80.48780488
39.5,8,55.17241379,68.57142857,68.75,75,90,80,64.70588235,97.56097561
39.5,14,51.72413793,57.14285714,62.5,60.71428571,75,55,41.17647059,63.41463415
39.5,12,68.96551724,78.57142857,71.875,64.28571429,90,65,78.43137255,78.04878049
39.5,12,65.51724138,61.42857143,62.5,46.42857143,85,75,78.43137255,80.48780488
39.5,10,24.13793103,25.71428571,46.875,39.28571429,70,30,3.921568628,58.53658537
39.5,12,20.68965517,24.28571429,15.625,42.85714286,15,10,17.64705882,24.3902439
39.5,8,17.24137931,34.28571429,15.625,32.14285714,10,10,13.7254902,17.07317073
39.5,12,62.06896552,58.57142857,68.75,64.28571429,70,70,43.1372549,65.85365854
39.5,10,62.06896552,70,46.875,46.42857143,80,20,23.52941177,80.48780488
39.5,12,48.27586207,28.57142857,68.75,78.57142857,55,30,17.64705882,70.73170732
39.5,14,68.96551724,70,56.25,71.42857143,70,65,70.58823529,78.04878049
39.5,10,93.10344828,68.57142857,65.625,82.14285714,90,100,23.52941177,68.29268293
39.5,10,37.93103448,44.28571429,50,71.42857143,90,70,72.54901961,92.68292683
39.5,3,13.79310345,17.14285714,21.875,3.571428571,40,10,0,56.09756098
39.5,3,20.68965517,18.57142857,43.75,14.28571429,30,30,23.52941177,56.09756098
39.5,8,51.72413793,32.85714286,34.375,32.14285714,25,10,3.921568628,46.34146342
39.5,8,44.82758621,52.85714286,65.625,57.14285714,90,30,37.25490196,75.6097561
39.5,12,34.48275862,37.14285714,43.75,39.28571429,55,65,54.90196078,75.6097561
39.5,14,48.27586207,87.14285714,87.5,82.14285714,70,95,54.90196078,51.2195122
39.5,14,72.4137931,71.42857143,65.625,75,90,75,88.23529412,90.24390244
39.5,14,75.86206897,75.71428571,90.625,92.85714286,70,55,58.82352941,82.92682927
39.5,14,72.4137931,80,65.625,82.14285714,50,55,19.60784314,65.85365854
39.5,12,75.86206897,92.85714286,87.5,71.42857143,70,60,58.82352941,78.04878049
39.5,12,58.62068966,70,43.75,53.57142857,60,55,45.09803922,56.09756098
39.5,12,34.48275862,22.85714286,46.875,28.57142857,55,10,31.37254902,46.34146342
39.5,14,75.86206897,57.14285714,59.375,75,90,45,52.94117647,53.65853659
39.5,14,75.86206897,77.14285714,56.25,39.28571429,85,75,56.8627451,58.53658537
39.5,12,65.51724138,65.71428571,68.75,64.28571429,70,90,47.05882353,70.73170732
39.5,12,48.27586207,42.85714286,31.25,67.85714286,55,55,35.29411765,56.09756098
39.5,12,79.31034483,85.71428571,65.625,85.71428571,85,80,78.43137255,80.48780488
39.5,12,48.27586207,47.14285714,40.625,60.71428571,45,30,27.45098039,73.17073171
39.5,10,72.4137931,70,71.875,85.71428571,90,65,45.09803922,87.80487805
39.5,12,62.06896552,55.71428571,56.25,46.42857143,85,65,72.54901961,85.36585366
39.5,12,55.17241379,54.28571429,43.75,42.85714286,35,20,45.09803922,53.65853659
39.5,16,93.10344828,95.71428571,87.5,92.85714286,90,80,70.58823529,80.48780488
39.5,14,82.75862069,78.57142857,65.625,64.28571429,70,85,86.2745098,87.80487805
39.5,8,48.27586207,47.14285714,28.125,32.14285714,60,10,47.05882353,58.53658537
39.5,12,65.51724138,77.14285714,75,85.71428571,80,90,54.90196078,82.92682927
39.5,12,68.96551724,74.28571429,62.5,78.57142857,60,50,62.74509804,73.17073171
39.5,12,58.62068966,67.14285714,68.75,78.57142857,70,75,45.09803922,73.17073171
39.5,12,96.55172414,82.85714286,90.625,89.28571429,85,90,72.54901961,87.80487805
39.5,10,75.86206897,85.71428571,78.125,82.14285714,95,90,66.66666667,78.04878049
39.5,10,48.27586207,64.28571429,50,71.42857143,85,75,58.82352941,78.04878049
39.5,10,20.68965517,20,21.875,3.571428571,5,0,3.921568628,36.58536585
39.5,12,68.96551724,37.14285714,53.125,57.14285714,80,35,37.25490196,63.41463415
39.5,12,86.20689655,87.14285714,78.125,85.71428571,85,65,52.94117647,85.36585366
39.5,14,58.62068966,75.71428571,71.875,64.28571429,70,50,72.54901961,87.80487805
39.5,8,37.93103448,42.85714286,37.5,46.42857143,45,55,39.21568628,63.41463415
39.5,3,68.96551724,78.57142857,81.25,71.42857143,60,60,50.98039216,58.53658537
39.5,12,48.27586207,37.14285714,78.125,39.28571429,60,50,47.05882353,68.29268293
39.5,16,75.86206897,87.14285714,68.75,60.71428571,75,80,70.58823529,80.48780488
39.5,10,13.79310345,22.85714286,15.625,3.571428571,5,10,0,34.14634146
39.5,12,34.48275862,47.14285714,65.625,60.71428571,70,75,66.66666667,53.65853659
39.5,16,93.10344828,92.85714286,87.5,89.28571429,85,100,58.82352941,80.48780488
39.5,12,62.06896552,65.71428571,65.625,75,80,90,70.58823529,90.24390244
39.5,3,31.03448276,57.14285714,50,57.14285714,15,10,9.803921569,36.58536585
39.5,12,65.51724138,81.42857143,78.125,75,70,40,52.94117647,78.04878049
39.5,12,65.51724138,78.57142857,75,82.14285714,70,70,37.25490196,53.65853659
39.5,10,55.17241379,68.57142857,43.75,75,85,50,64.70588235,90.24390244
39.5,12,82.75862069,85.71428571,81.25,71.42857143,100,80,68.62745098,80.48780488
39.5,10,48.27586207,75.71428571,53.125,39.28571429,70,65,33.33333333,82.92682927
39.5,12,68.96551724,82.85714286,71.875,85.71428571,75,75,60.78431373,78.04878049
39.5,14,65.51724138,91.42857143,81.25,100,85,90,70.58823529,80.48780488
39.5,12,68.96551724,77.14285714,59.375,64.28571429,70,50,50.98039216,53.65853659
39.5,12,62.06896552,68.57142857,71.875,85.71428571,70,35,64.70588235,82.92682927
39.5,3,17.24137931,48.57142857,34.375,3.571428571,25,10,21.56862745,60.97560976
39.5,12,86.20689655,92.85714286,78.125,64.28571429,80,85,82.35294118,85.36585366
39.5,10,58.62068966,44.28571429,62.5,60.71428571,70,35,35.29411765,87.80487805
39.5,3,20.68965517,20,31.25,14.28571429,35,10,11.76470588,70.73170732
39.5,16,72.4137931,75.71428571,59.375,71.42857143,45,35,58.82352941,65.85365854
39.5,14,65.51724138,71.42857143,65.625,67.85714286,70,55,49.01960784,85.36585366
39.5,14,58.62068966,55.71428571,62.5,53.57142857,65,55,33.33333333,60.97560976
39.5,12,65.51724138,88.57142857,81.25,89.28571429,90,80,62.74509804,73.17073171
39.5,12,31.03448276,51.42857143,40.625,53.57142857,20,40,15.68627451,51.2195122
39.5,3,24.13793103,17.14285714,31.25,25,55,10,29.41176471,65.85365854
39.5,10,96.55172414,82.85714286,65.625,71.42857143,100,80,0,53.65853659
39.5,10,24.13793103,17.14285714,18.75,3.571428571,25,10,3.921568628,26.82926829
39.5,10,34.48275862,20,37.5,17.85714286,55,20,17.64705882,73.17073171
39.5,12,44.82758621,30,50,39.28571429,60,35,31.37254902,56.09756098
39.5,10,55.17241379,34.28571429,53.125,75,70,50,62.74509804,78.04878049
39.5,12,37.93103448,28.57142857,43.75,35.71428571,45,30,31.37254902,75.6097561
39.5,8,27.5862069,25.71428571,21.875,35.71428571,50,50,39.21568628,78.04878049
39.5,10,37.93103448,32.85714286,40.625,32.14285714,75,10,43.1372549,31.70731707
39.5,12,72.4137931,74.28571429,75,78.57142857,80,55,49.01960784,70.73170732
39.5,12,75.86206897,82.85714286,75,82.14285714,80,40,47.05882353,82.92682927
39.5,10,44.82758621,55.71428571,46.875,42.85714286,80,45,47.05882353,75.6097561
49.5,16,96.55172414,98.57142857,96.875,89.28571429,85,60,49.01960784,58.53658537
49.5,16,100,94.28571429,84.375,85.71428571,100,90,100,97.56097561
49.5,16,86.20689655,77.14285714,78.125,71.42857143,85,60,58.82352941,78.04878049
49.5,16,100,94.28571429,90.625,89.28571429,90,95,86.2745098,87.80487805
49.5,16,89.65517241,85.71428571,62.5,85.71428571,55,40,31.37254902,48.78048781
49.5,16,82.75862069,62.85714286,56.25,60.71428571,60,50,62.74509804,82.92682927
49.5,12,89.65517241,82.85714286,75,82.14285714,80,85,54.90196078,78.04878049
49.5,12,82.75862069,67.14285714,75,67.85714286,80,10,70.58823529,75.6097561
49.5,14,79.31034483,82.85714286,81.25,57.14285714,90,80,80.39215686,85.36585366
49.5,16,96.55172414,91.42857143,75,82.14285714,85,60,66.66666667,80.48780488
49.5,16,86.20689655,88.57142857,71.875,85.71428571,90,50,86.2745098,75.6097561
49.5,16,96.55172414,82.85714286,90.625,96.42857143,95,95,88.23529412,97.56097561
49.5,16,89.65517241,92.85714286,90.625,92.85714286,95,95,72.54901961,95.12195122
49.5,16,82.75862069,82.85714286,87.5,67.85714286,75,70,52.94117647,78.04878049
49.5,12,89.65517241,74.28571429,78.125,71.42857143,80,55,68.62745098,90.24390244
49.5,12,96.55172414,62.85714286,21.875,89.28571429,90,35,98.03921569,90.24390244
49.5,16,86.20689655,88.57142857,62.5,78.57142857,70,55,41.17647059,65.85365854
49.5,12,44.82758621,67.14285714,56.25,46.42857143,65,45,15.68627451,75.6097561
49.5,10,68.96551724,72.85714286,71.875,60.71428571,70,70,88.23529412,87.80487805
49.5,12,55.17241379,62.85714286,65.625,17.85714286,25,60,47.05882353,34.14634146
49.5,12,65.51724138,50,68.75,71.42857143,80,95,76.47058824,80.48780488
49.5,14,72.4137931,68.57142857,90.625,67.85714286,60,45,52.94117647,75.6097561
49.5,12,75.86206897,62.85714286,75,82.14285714,70,55,50.98039216,46.34146342
49.5,12,75.86206897,71.42857143,90.625,71.42857143,80,95,82.35294118,82.92682927
49.5,12,68.96551724,72.85714286,81.25,57.14285714,70,80,41.17647059,82.92682927
49.5,12,75.86206897,78.57142857,84.375,64.28571429,70,55,64.70588235,82.92682927
49.5,10,44.82758621,45.71428571,56.25,53.57142857,70,35,68.62745098,80.48780488
49.5,12,68.96551724,71.42857143,84.375,60.71428571,45,85,54.90196078,75.6097561
49.5,10,75.86206897,90,90.625,78.57142857,95,90,56.8627451,85.36585366
49.5,10,58.62068966,70,62.5,57.14285714,70,50,45.09803922,75.6097561
49.5,12,68.96551724,72.85714286,84.375,89.28571429,75,80,76.47058824,87.80487805
49.5,12,58.62068966,61.42857143,46.875,67.85714286,70,80,52.94117647,75.6097561
49.5,16,86.20689655,82.85714286,93.75,85.71428571,95,90,72.54901961,68.29268293
49.5,12,72.4137931,71.42857143,65.625,60.71428571,75,30,72.54901961,73.17073171
49.5,16,96.55172414,92.85714286,96.875,82.14285714,75,65,56.8627451,73.17073171
49.5,16,62.06896552,60,50,28.57142857,75,60,47.05882353,73.17073171
49.5,12,72.4137931,80,84.375,78.57142857,90,95,66.66666667,87.80487805
49.5,12,75.86206897,70,59.375,57.14285714,55,30,47.05882353,58.53658537
