       1.0       2.2     121.0
       2.0       5.5      98.0
       3.0       5.2      93.0
       4.0       3.6      98.0
       5.0       7.2      89.0
       6.0       7.3     115.0
       7.0       9.9      72.0
       8.0       8.9      90.0
       9.0       0.0      89.0
      10.0       7.1     111.0
      11.0       2.7      87.0
      12.0       4.3      95.0
      13.0       8.1      82.0
      14.0       0.1     106.0
      15.0       2.7     106.0
      16.0       3.7      88.0
      17.0       1.8      92.0
      18.0       3.8     104.0
      19.0       0.9      95.0
      20.0       3.6      93.0
      21.0       2.1     124.0
      22.0       5.5      77.0
      23.0       6.6     114.0
      24.0       1.9     105.0
      25.0       9.7      86.0
      26.0       9.4      81.0
      27.0       7.1     107.0
      28.0       7.1      98.0
      29.0       4.6     113.0
      30.0       8.6      87.0
      31.0       1.1     106.0
      32.0       5.4      97.0
      33.0       9.6      76.0
      34.0       2.3      88.0
      35.0       8.7      88.0
      36.0       7.9      81.0
      37.0       9.2      88.0
      38.0       3.5      99.0
      39.0       9.3      86.0
      40.0       0.6      92.0
      41.0       8.1      96.0
      42.0       9.6      86.0
      43.0       7.7      96.0
      44.0       5.3      85.0
      45.0       4.6      67.0
      46.0       1.7      98.0
      47.0       8.9      96.0
      48.0       7.1      99.0
      49.0       0.9      91.0
      50.0       3.9      98.0
      51.0       3.2      94.0
      52.0       5.3      94.0
      53.0       9.1      89.0
      54.0       0.6     104.0
      55.0       4.1      95.0
      56.0       0.9      72.0
      57.0       4.2      97.0
      58.0       1.3      84.0
      59.0       7.3      85.0
      60.0       9.0     104.0
      61.0      22.1      43.0
      62.0      12.3      61.0
      63.0      10.4      63.0
      64.0       6.9      67.0
      65.0      23.4      40.0
      66.0      14.1      68.0
      67.0       4.2     116.0
      68.0       8.3     109.0
      70.0      23.1      70.0
      71.0      12.8      47.0
      72.0      12.6      74.0
      73.0      12.9      71.0
      74.0       4.6      91.0
      75.0       0.6     103.0
      76.0      13.7      72.0
      77.0      14.3      61.0
      78.0      23.0      42.0
      79.0       3.4      96.0
      80.0      14.0      58.0
      81.0       9.7     102.0
      82.0      14.1      49.0
      83.0       2.8     111.0
      84.0       7.8      82.0
      85.0      21.8      42.0
      86.0       1.6      92.0
      87.0       6.0     102.0
      88.0      11.1      71.0
      89.0      13.7      58.0
      90.0      17.5      50.0
      92.0       5.5     117.0
      93.0      17.8      51.0
      94.0       5.0      95.0
      95.0      14.2      43.0
      96.0      10.6      85.0
      97.0       7.7      84.0
      98.0      13.5      68.0
      99.0       0.2     115.0
     100.0      15.0      43.0
     101.0      15.6      76.0
     102.0      12.1      78.0
     103.0      16.1      60.0
     104.0       8.6      82.0
     105.0      12.0      65.0
     106.0       0.9     101.0
     107.0      10.5      76.0
     108.0      23.8      35.0
     109.0      12.0      76.0
     110.0      14.1      78.0
     111.0      10.1      88.0
     112.0      19.1      53.0
     113.0       7.7      87.0
     114.0       3.2      85.0
     115.0      15.4      41.0
     116.0      15.2      36.0
     117.0      10.1      71.0
     118.0      17.2      45.0
     119.0       9.5      71.0
     120.0       9.4      82.0
     121.0      17.5      56.0
     122.0      18.5      34.0
     123.0      18.5      61.0
     124.0       7.7      92.0
     125.0      17.8      52.0
     126.0      15.0      52.0
     127.0      21.1      43.0
     128.0      12.3      45.0
     129.0       1.5      90.0
     130.0      11.4      58.0
     131.0       9.3      95.0
     132.0      17.6      51.0
     133.0      23.4      33.0
     134.0      17.8      51.0
     135.0       0.2      93.0
     136.0      24.2      38.0
     137.0      17.8      61.0
     138.0      16.8      52.0
     139.0       5.0      99.0
     140.0       4.2     123.0
     141.0      15.5      82.0
     142.0      22.5      47.0
     143.0      18.7      40.0
     144.0       5.9      86.0
     145.0      19.4      44.0
     146.0      17.0      41.0
     147.0      10.8      86.0
     148.0       0.4      84.0
     149.0       4.7     102.0
     150.0      10.8      93.0
     151.0      22.0      36.0
     152.0      22.0      52.0
     153.0      14.5      59.0
     154.0      10.4      72.0
     155.0       0.6      88.0
     156.0      24.9      43.0
     157.0      14.6      36.0
     158.0      14.9      39.0
     159.0      15.2      47.0
     160.0       0.1      99.0
     161.0      20.4      58.0
     162.0      21.8      48.0
     163.0      11.8      79.0
     164.0       8.2      78.0
     165.0      12.0      64.0
     166.0      13.2      57.0
     167.0      20.7      36.0
     168.0      22.3      47.0
     169.0      15.6      59.0
     170.0      22.8      34.0
     171.0       5.3      91.0
     172.0       0.0      98.0
     173.0      12.6      62.0
     174.0       3.3     107.0
     175.0       6.2      91.0
     176.0      22.1      63.0
     177.0      14.1      71.0
     178.0      19.5      31.0
     179.0       3.4     114.0
     180.0      14.3      36.0
     181.0      22.0      38.0
     182.0       0.8      92.0
     183.0      19.4      59.0
     184.0      15.5      55.0
     185.0      16.5      48.0
     186.0      21.5      45.0
     187.0      20.1      71.0
     188.0       7.8     102.0
     189.0       4.9     111.0
     190.0      23.7      59.0
     191.0       3.0      95.0
     192.0       1.7     103.0
     194.0       6.0     126.0
     195.0       7.8     110.0
     196.0      11.4      68.0
     197.0      11.7      63.0
     198.0      12.9      69.0
     199.0      11.7      50.0
     200.0      15.2      69.0
     201.0      16.3      79.0
     202.0      15.9      43.0
     203.0      17.5      63.0
     204.0       7.5     107.0
     206.0      16.8      38.0
     207.0      14.0      55.0
     208.0      21.6      51.0
     209.0       4.3      96.0
     210.0      16.8      56.0
     211.0      18.6      72.0
     212.0      22.0      54.0
     213.0      12.2      67.0
